,area,perimeter,,equi_diameter,average_rect,,aspect_ratio,rectangularity,circularity,compactness,,color_mean,color_std,contrast,correlation,inverse_difference_moments,entropy
0,252659.0,2539.3607268333435,0,567,2698,1,0.7126948775055679,2.274686435076526,25.521960036980936,0.4923748252936173,2,504,177,11.71161254795929,0.9981033632681889,0.8259429210321175,7.172723155945578
0,236212.5,2176.9860546588898,0,548,2374,1,1.037037037037037,1.8434926178758533,20.063579540368433,0.6263274501479318,2,519,173,9.285378997618473,0.9984154768896665,0.8325906615339872,7.264717303718219
0,286064.5,2361.2459424734116,0,603,2458,1,0.887517146776406,1.6487994840324471,19.49029816998317,0.644750044599755,2,513,183,10.850778104720138,0.9983115284379517,0.8156564996990965,7.121035736681259
0,324605.5,2570.7160688638687,0,642,2615,1,0.9416873449131513,1.8846076237155562,20.358808173967795,0.6172449048578108,2,502,193,11.412080836642378,0.9984148460383685,0.7979253362852323,7.835740608451606
0,552489.5,3365.274500966072,0,838,3105,1,0.6964285714285714,1.7432801890352667,20.49825827794455,0.6130457741319502,2,429,212,20.710124474005728,0.9975732478234125,0.6700288484965219,8.510037414894565
0,91843.0,1302.3128327131271,0,341,1888,1,1.4412698412698413,1.5571137702383415,18.466499507303652,0.6804955432614107,2,534,123,4.501780063535701,0.9985048798572626,0.9162030108423167,6.7838604131847795
0,56769.5,994.1046831607819,0,268,1768,1,1.2490566037735849,1.545107848404513,17.40801171548452,0.7218728261298973,2,561,101,3.483852391027551,0.9982498186618456,0.9122856023057642,6.596605538648307
0,86437.5,1290.2123267650604,0,331,1942,1,1.0428954423592494,1.6786348517715113,19.25839882153592,0.6525137801335118,2,561,116,4.67271072952522,0.9982745226880811,0.9141145761101352,6.28671235926166
0,100463.0,1457.1311542987823,0,357,1959,1,1.272264631043257,1.9559439793754916,21.134459460976696,0.5945915313122674,2,531,124,5.530347108715357,0.9982718830330101,0.8925785645245924,7.0725311913440105
0,157467.0,1638.2783433198929,0,447,2100,1,1.224537037037037,1.4512755053439768,17.044561274368426,0.7372657126268456,2,510,144,6.54165501543161,0.998400100233169,0.8639577084250832,7.452632136945548
0,19655.0,604.1564167737961,0,158,1508,1,1.0165745856353592,1.6944288984991096,18.57059149981953,0.676681225500076,2,510,56,1.660244768844982,0.9973683534877243,0.9306589623733528,5.683768746767448
0,72837.0,1155.744290471077,0,304,1844,1,1.2709030100334449,1.559921468484424,18.338823193658346,0.6852332061691223,2,575,109,5.204483831651137,0.9976705878774025,0.891351595183647,6.054946712568799
0,47396.0,972.6315944194794,0,245,1706,1,1.2424242424242424,1.8269896193771626,19.959748047577403,0.6295856332657669,2,552,89,2.7720812361333156,0.9981931296877737,0.9219742404988832,5.987705788358667
0,57477.0,1134.0285623073578,0,270,1759,1,1.1111111111111112,2.0293334725194425,22.37452859628883,0.5616373350741121,2,562,96,3.3834464078877495,0.9980640560009664,0.9198484780977245,5.995476322025147
0,87287.0,1388.8813751935959,0,333,1923,1,1.466867469879518,1.8523262341471238,22.0994131355145,0.5686291548694835,2,569,109,2.9881395480751145,0.998514377579324,0.9183593252615774,6.029680981006678
0,103685.5,1517.148401260376,0,363,2055,1,1.2688442211055277,1.9384581257745779,22.199239734069998,0.5660721162028399,2,560,118,3.8637442957361223,0.9983750368394839,0.907477969918534,6.123607690761997
0,216739.0,2056.9200398921967,0,525,2249,1,1.2324324324324325,1.7515075736254204,19.52080636392212,0.6437423936330845,2,515,169,7.03836877861022,0.998720239482565,0.8828467379390813,7.1445758239537245
0,74110.0,1176.513844013214,0,307,1906,1,0.8311688311688312,1.6623937390365673,18.677436582846436,0.6728102413101091,2,567,109,4.691404871919756,0.9979271190377796,0.901622345521061,6.207563048738145
0,113660.5,1598.7463780641556,0,380,2062,1,1.5106382978723405,1.8789993005485635,22.48793539860599,0.5588049943943788,2,556,114,2.8664090415108436,0.9986171938584951,0.8938283071903338,6.4356875033904135
0,109047.5,1563.775817990303,0,372,2017,1,0.9159836065573771,2.0003759829432126,22.425042379983413,0.5603722125214761,2,553,130,6.007253639815488,0.9982437234775384,0.9014308634676881,6.321976817359031
0,127590.0,1650.871265053749,0,403,2066,1,1.002004008016032,1.9554824045771613,21.360419576613886,0.5883016749407517,2,551,141,4.756316089358951,0.9987274122867635,0.9023429597903958,6.393483610697244
0,88840.5,1395.7514290809631,0,336,1905,1,1.1848958333333333,1.9666706063113106,21.928310306465526,0.5730660702413537,2,574,119,4.288603568069329,0.9984512986288572,0.9071565589262545,6.085321329601275
0,119606.5,1604.1433510780334,0,390,2120,1,1.0547368421052632,1.9896493919644835,21.51451543860796,0.5840880149133513,2,549,136,6.364948281656492,0.998294206808226,0.8939448439386541,6.40450980749055
0,191292.5,2032.0154939889908,0,493,2312,1,0.9667194928684627,2.012154161820249,21.585200506090526,0.5821753015828329,2,526,162,6.311818788445054,0.9986816892686471,0.8814084973475345,6.670809031065752
0,45238.5,902.0214208364487,0,239,1765,1,1.3116883116883118,1.5471998408435292,17.985623830317223,0.6986897275799153,2,543,85,2.8609485597799784,0.9979950932893724,0.9223215402948265,5.7084449730859355
0,115208.0,1617.2732878923416,0,382,2052,1,1.4538461538461538,1.919397958475106,22.703049160909874,0.5535102587011069,2,563,88,2.1236297602138885,0.9980811622422787,0.9012325509700493,6.3522873479734425
0,168055.5,2030.4175139665604,0,462,2337,1,0.9806451612903225,2.2430685101052927,24.531153583323054,0.5122617072073664,2,545,125,3.3398860937354344,0.9985552767979344,0.8715104824106834,6.853757222956006
0,127488.0,1675.4742994308472,0,402,2112,1,1.9171597633136095,1.7179969879518073,22.019438127928023,0.5706944265040443,2,549,143,6.809546161408889,0.9983488084323346,0.8932719426882341,6.546923881171962
0,121788.0,1602.1605887413025,0,393,2100,1,1.3870967741935485,1.8497471015206752,21.076941505861637,0.5962141428757289,2,558,138,3.9656960087386413,0.9988686955656408,0.904440572721281,6.18651822204174
0,125139.5,1536.7219947576523,0,399,2037,1,1.1411483253588517,1.5933098661893328,18.871055815085867,0.6659071298127043,2,557,140,5.036896078826199,0.9986324403555633,0.88986210407955,6.217367059224745
0,100350.5,1538.520982503891,0,357,1951,1,1.1650943396226414,2.0872442090472894,23.587792921856273,0.5327488949894615,2,567,126,4.730279895947386,0.9984987846041096,0.9072363784998613,6.137065817810148
0,120627.5,1707.3981801271439,0,391,2209,1,1.339366515837104,2.169190275849205,24.167031112320846,0.519979907997577,2,545,141,6.2511713195853025,0.9984539549067897,0.9001900890160792,6.673374117569669
0,161746.0,1969.4297063350677,0,453,2189,1,1.4435483870967742,2.195640077652616,23.979902861245602,0.5240375946087727,2,537,149,5.952924654160508,0.9986290985898993,0.8909479404196082,6.706628456131928
0,127406.5,1871.883462190628,0,402,2271,1,1.0089605734767024,2.4657611660315606,27.502110928585058,0.45692385748098985,2,564,143,6.7325838062489805,0.9982788703929533,0.8954570776487458,6.063938105160242
0,75245.5,1221.8447959423065,0,309,1930,1,1.6167883211678833,1.6131463011077074,19.84045165985071,0.6333711968759549,2,567,97,3.759498755087648,0.9977729443089849,0.9062809535481549,5.882764053743146
0,98311.0,1459.2489043474197,0,353,1988,1,1.6456456456456456,1.8561910671237196,21.659909520187416,0.5801672718275713,2,574,122,4.851284574607035,0.9982912603953216,0.8951900203593092,6.089299237548307
0,171668.5,1926.3687428236008,0,467,2288,1,1.1961538461538461,1.8840963834366817,21.616642152333014,0.5813285211368003,2,527,154,7.364882740228143,0.9984176534803959,0.8942002192202632,6.523524225166316
0,115057.0,1631.0722796916962,0,382,2046,1,1.264367816091954,2.0794041214354624,23.122424377297047,0.5434711520431037,2,546,134,4.999535086055644,0.9985429694940948,0.8961075705845927,6.536260948061396
0,121504.5,1621.4570583105087,0,393,2116,1,1.3710843373493975,1.943425963647437,21.638070951651738,0.5807528149083881,2,560,136,4.697573427552639,0.9986174473946781,0.8895245569549602,6.446139133059191
0,175557.5,1907.3393050432205,0,472,2379,1,1.1363636363636365,1.8045369750651497,20.722231887346055,0.6064197468050135,2,538,163,7.8667848618748994,0.998513390691443,0.8865224907001465,6.534296297866951
0,215645.5,2117.9078475236893,0,523,2312,1,1.4166666666666667,1.7491484867525637,20.800497346814222,0.604137987896901,2,533,173,8.682662035060147,0.9984369965131992,0.8460356141468638,6.823089001251709
0,104455.0,1671.9250911474228,0,364,2032,1,1.2255965292841648,2.4935618208798047,26.76112690065883,0.46957553996165247,2,569,127,5.640669419746464,0.9981812774131216,0.8962801378513983,6.484180438526942
0,55416.5,1096.2712017297745,0,265,1836,1,1.1764705882352942,1.9878556025732408,21.68687210022365,0.5794459688001562,2,563,95,3.068702161247228,0.9982332422699269,0.9107119695438464,6.095022856558554
0,55416.5,1096.2712017297745,0,265,1836,1,1.1764705882352942,1.9878556025732408,21.68687210022365,0.5794459688001562,2,563,95,3.068702161247228,0.9982332422699269,0.9107119695438464,6.095022856558554
0,175557.5,1907.3393050432205,0,472,2379,1,1.1363636363636365,1.8045369750651497,20.722231887346055,0.6064197468050135,2,538,163,7.8667848618748994,0.998513390691443,0.8865224907001465,6.534296297866951
0,144789.5,1717.0306513309479,0,429,2191,1,1.1935483870967742,1.7824151613203996,20.361934101643968,0.6171501465248627,2,551,143,6.438725831063858,0.9982436606680958,0.8625773572670944,6.652267386690932
0,178458.5,1903.8245873451233,0,476,2263,1,1.0486486486486486,1.8100006444075234,20.310313374705206,0.6187186963845439,2,537,163,8.331682355358884,0.9984225534801837,0.8695842437671608,6.850260790217671
0,134750.5,1709.8245857954025,0,414,2161,1,0.9588014981273408,2.028994326551664,21.69565318266292,0.5792114442722106,2,520,138,6.011890010665911,0.9984108785724815,0.8891425480332193,6.670416067152244
0,87934.0,1397.248904466629,0,334,1951,1,1.3994252873563218,1.9273091182022881,22.201929868232938,0.5660035271230832,2,577,113,3.132743093014906,0.9985634596763079,0.9135022179584587,6.144780017953546
0,77841.5,1293.9524405002594,0,314,1883,1,1.3829787234042554,1.9230744525734986,21.5092581499146,0.5842307775923489,2,574,116,3.9847275462910106,0.99848432562446,0.9048288785291234,6.3315069469814675
0,125402.5,1927.2804324626923,0,399,2125,1,1.228846153846154,2.6497079404318096,29.619902835697708,0.42425428213134675,2,568,136,6.759706194141755,0.9981664454537288,0.8891456107083056,6.549746561230698
0,82389.5,1313.6092977523804,0,323,1954,1,0.9110576923076923,1.913641908252872,20.94404489821521,0.5999973107119362,2,568,117,4.720109960527252,0.9981683850764091,0.8992447975595497,6.239868944768512
0,129186.0,1829.8906021118164,0,405,2166,1,1.1221804511278195,2.4585016952301335,25.91998835552727,0.48481389891054777,2,556,138,6.37107519307709,0.9983116924926895,0.8941430101548294,6.422350392795776
0,88617.0,1414.7047469615936,0,335,2065,1,1.16,2.094406265163569,22.584713103305987,0.5564104603356546,2,560,122,4.4818597209154944,0.9984892137629083,0.904181490713482,6.347272569277742
0,75736.5,1234.898617863655,0,310,1924,1,0.7595238095238095,1.7690281436295578,20.135266303586324,0.6240975622021426,2,567,114,4.063493764431861,0.998400580889031,0.9059651984352082,6.161347344117708
0,45663.0,930.891478896141,0,241,1629,1,1.0,1.7169261765543218,18.977267053882674,0.6621802063847829,2,557,88,2.9227399601872968,0.9980640406122462,0.9158396294190105,6.093858084715841
0,90402.5,1429.6092958450317,0,339,1991,1,1.0831295843520783,2.004225546859877,22.607590926871797,0.5558473990000657,2,567,117,3.117792309391443,0.9986993332310701,0.9138972422418956,6.120174669276559
0,97795.0,1514.5281229019165,0,352,2044,1,1.1298405466970387,2.2265350989314383,23.45514019183806,0.5357619059864767,2,547,128,5.490258269562127,0.9983309974874635,0.9018609610960183,6.665701297159076
0,99542.0,1475.6164376735687,0,356,2003,1,1.254364089775561,2.026310502099616,21.87462449149538,0.5744725181108752,2,573,118,4.808551517729668,0.99806395375678,0.8821196676746246,6.4034336944787125
0,127673.5,1585.9524394273758,0,403,2038,1,1.0374449339207048,1.6748503017462513,19.700604590033514,0.6378672571661312,2,563,143,6.567243313974832,0.9983761199526073,0.9009455708918515,6.318067881866597
0,195671.5,2071.5647010803223,0,499,2333,1,1.3918918918918919,1.9086990185080608,21.931555238049512,0.5729812809881132,2,524,165,6.503141129743712,0.9987691825983459,0.878681349088801,6.696722373215115
0,137960.5,1635.1483972072601,0,419,2076,1,1.4055415617128464,1.605720477962895,19.380259428528248,0.6484108564543335,2,539,146,5.674390913957886,0.9986575029160563,0.8942649947481855,6.608783113422024
0,369636.5,2887.6033679246902,0,686,2740,1,1.2242744063324538,1.9030155301221605,22.557981180024196,0.5570698243815847,2,482,215,12.272697793522138,0.998572796467935,0.7914098089034036,7.676592892424528
0,288142.5,2501.6967334747314,0,605,2585,1,1.233433734939759,1.8873161716858846,21.720109134466945,0.5785592759484804,2,504,192,8.105223434094894,0.9988053764965712,0.8527663035831077,7.4652681605196385
0,133680.5,1739.4915446043015,0,412,2133,1,1.011881188118812,1.930386256783899,22.634795903290748,0.5551793207259368,2,543,143,6.529835583142875,0.9983852869542453,0.88667332890988,6.773937686577648
0,150725.5,1853.4570529460907,0,438,2259,1,0.916083916083916,1.9885686230929736,22.79178405190633,0.551355285998689,2,541,152,6.748813535544785,0.9985144223951276,0.9008213707058026,6.611508555223085
0,194753.5,2055.138296484947,0,497,2281,1,1.4171656686626746,1.8264626823137966,21.686867849250724,0.579446082380833,2,529,166,6.213036178097318,0.9987646392144776,0.8917600188754036,6.443109281615861
0,90885.5,1434.8052558898926,0,340,2017,1,1.0303030303030303,2.086339405075617,22.65120533340588,0.5547771268412968,2,559,120,4.728821609875257,0.9983098689803622,0.9140053282461796,5.967849403437564
0,159738.0,1857.1555404663086,0,450,2259,1,1.3520518358531317,1.8144586760820844,21.591773413243605,0.5819980774090293,2,542,140,3.733789033041364,0.9988316241450323,0.8863210041368019,6.508126313491946
0,133822.5,1599.266148686409,0,412,2014,1,1.2463768115942029,1.5963234882026565,19.112273454271584,0.6575026589288672,2,549,143,5.372923231377451,0.9986642554011859,0.8952077284525175,6.565541605433497
0,179087.5,1922.5941416025162,0,477,2254,1,1.0498220640569396,1.85149717316954,20.640012470576202,0.6088354177243557,2,523,156,5.991603359052085,0.9987562540584005,0.8919426857745776,6.974381514112566
0,265458.5,2361.6723453998566,0,581,2518,1,1.18622848200313,1.8246241879615834,21.01080307101283,0.5980909236018748,2,508,187,8.107810232003587,0.9987571057694745,0.8658257738266311,7.418343802676936
0,296598.0,2590.6500490903854,0,614,2565,1,1.1796322489391797,1.9880039649626768,22.62816228313076,0.5553420758223646,2,508,196,9.42325034096007,0.9986785124603873,0.8440202438554276,7.346799210129981
0,163194.5,1812.3443558216095,0,455,2148,1,1.110236220472441,1.7556474023327993,20.1268551579768,0.6243583766924855,2,531,153,4.701111817283239,0.9989107498624381,0.9021592094869694,6.638738411864846
0,146478.5,1717.9423394203186,0,431,2140,1,1.4272076372315037,1.7105718586686784,20.148526108425177,0.6236868417439477,2,539,147,5.869156051558139,0.9985487600565666,0.8953443931346816,6.673791508268066
0,94744.5,1354.780867934227,0,347,1978,1,0.9878048780487805,1.7526083308265916,19.37243006317641,0.648672911626386,2,551,121,4.6679597499359105,0.9983386815542902,0.8963445597911206,6.570670850207143
0,89173.0,1385.08238363266,0,336,1851,1,1.2534435261707988,1.8521861998587017,21.513835011152825,0.5841064881200742,2,549,115,3.406539327264653,0.9985622196361226,0.9092393315458969,6.379442456972274
0,273053.0,2548.72320830822,0,589,2603,1,1.4218009478672986,2.086408133219558,23.79021652415079,0.5282158992375013,2,512,202,9.868390150674571,0.9987100023428939,0.8505521009598955,7.515509293976571
0,131401.0,1815.179924607277,0,409,2224,1,1.0789473684210527,2.3239396960449312,25.074985416376432,0.5011516619328559,2,545,132,4.486181524926872,0.9986238097341575,0.8979447626822892,6.753027634849133
0,112371.0,1511.5920464992523,0,378,1987,1,1.417789757412399,1.7366224381735502,20.333631586795505,0.6180091618518194,2,555,134,5.75660642506433,0.9982918966969508,0.889467578569275,6.468520041633733
0,112371.0,1511.5920464992523,0,378,1987,1,1.417789757412399,1.7366224381735502,20.333631586795505,0.6180091618518194,2,555,134,5.75660642506433,0.9982918966969508,0.889467578569275,6.468520041633733
0,147949.5,1757.2316609621048,0,434,2179,1,1.4734299516908214,1.7069337848387456,20.87106147900221,0.6020954241834726,2,527,148,6.0000868209129665,0.9985474164113778,0.8877748699938274,6.748646843196605
0,154283.0,1869.6408245563507,0,443,2183,1,1.1113207547169812,2.0233596702164203,22.656785341533098,0.5546404940034998,2,531,148,4.555991926754454,0.9988485727299182,0.9006646659990789,6.739678786324871
0,156980.5,1857.966722369194,0,447,2241,1,1.5112107623318385,1.9149129987482523,21.990249371299782,0.5714519377283628,2,529,149,5.391136782154533,0.9987618377932429,0.894552434059942,6.808693576405435
0,108759.5,1589.7169402837753,0,372,2060,1,1.0712742980561556,2.1115212923928484,23.23659036888923,0.5408009701450823,2,540,125,4.863361864695186,0.9984497988646628,0.8957851613250483,6.781581265650912
0,4.5,8.242640614509583,0,2,685,1,1.3333333333333333,2.6666666666666665,15.09802762221398,0.8323186927986581,2,545,119,5.225114336074005,0.9980683763411144,0.9102302375983089,6.380298075665843
0,121895.0,1571.876319885254,0,393,2030,1,1.0413943355119826,1.7999261659625088,20.269864760785996,0.6199533525586232,2,547,136,5.683371681947106,0.9984592164376134,0.8947654138100395,6.579731907735082
0,12.0,13.656854152679443,0,3,673,1,1.0,2.0833333333333335,15.54247211229648,0.8085181381420814,2,523,166,7.573625837916092,0.9985089709410765,0.8652249468454554,6.8736709667130285
0,19.0,16.485281229019165,0,4,506,1,1.0,1.894736842105263,14.303394589465876,0.8785586201763613,2,526,170,7.217551696039861,0.9986089245173355,0.873318140563738,6.607445049969666
0,83.0,34.97056233882904,0,10,528,1,1.0909090909090908,1.5903614457831325,14.73421964209552,0.8528697765884511,2,564,124,3.606905548731625,0.9983473694786269,0.8756787734149919,6.470670937478905
0,11.0,12.828427076339722,0,3,483,1,1.25,1.8181818181818181,14.960776477542373,0.8399544390775809,2,556,90,5.147201843817962,0.996772377430163,0.9215615423582255,6.023275355388883
0,9.0,11.656854152679443,0,3,485,1,1.25,2.2222222222222223,15.098027637426664,0.8323186919600186,2,558,144,9.748793894066413,0.9976304463511977,0.8982029077519916,6.308949407832185
0,113115.5,2180.9271837472916,0,379,2170,1,1.2297297297297298,3.810052556899806,42.049439562287155,0.2988475172361052,2,562,134,11.104969135747806,0.9969116954695796,0.9020045520578233,6.200002333476524
0,106253.0,1826.0916105508804,0,367,2097,1,1.1029962546816479,2.9601611248623567,31.383683944211537,0.4004109471882741,2,557,131,7.441623788164118,0.9977914816744917,0.9108277497657781,6.166036594015408
0,76144.5,1675.9078476428986,0,311,1972,1,0.988527724665392,3.5510246964652734,36.88601427274528,0.34068117312540175,2,571,111,7.789900665515459,0.9966239233578796,0.9051214969611219,6.102229492589611
0,117345.0,1936.8855491876602,0,386,2059,1,1.1329787234042554,3.0712514380672378,31.97005096639809,0.3930669559321933,2,557,134,8.36179318713986,0.9975993964693853,0.8922628768892071,6.643875511112839
0,133565.0,2138.7434175014496,0,412,2254,1,1.0201863354037266,3.1678059371841427,34.24717108453397,0.36693163891817476,2,547,142,8.941002177000533,0.9977565340097959,0.8992367628150713,6.324334730874476
0,152903.0,2392.282519221306,0,441,2359,1,1.153731343283582,3.387180107649948,37.42906059247914,0.3357383384846216,2,537,150,11.322214616975831,0.9974846777231363,0.8875165409507553,6.519652540781044
